dteday,season,year,month,hour,holiday,weekday,workingday,weathersit,casual,registered,total_rentals,time_of_day
2011-08-06,Fall,0,August,10,No,Saturday,No,Mist,91,199,290,Morning
2011-08-06,Fall,0,August,11,No,Saturday,No,Clear,138,211,349,Morning
2011-08-06,Fall,0,August,12,No,Saturday,No,Clear,130,252,382,Afternoon
2011-08-06,Fall,0,August,13,No,Saturday,No,Mist,176,265,441,Afternoon
2011-08-06,Fall,0,August,14,No,Saturday,No,Clear,176,204,380,Afternoon
2011-08-06,Fall,0,August,15,No,Saturday,No,Mist,130,232,362,Afternoon
2011-08-06,Fall,0,August,16,No,Saturday,No,Light rain,155,188,343,Afternoon
2011-08-06,Fall,0,August,17,No,Saturday,No,Light rain,61,88,149,Afternoon
2011-08-06,Fall,0,August,18,No,Saturday,No,Mist,81,130,211,Evening
2011-08-06,Fall,0,August,19,No,Saturday,No,Light rain,57,114,171,Evening
2011-08-06,Fall,0,August,20,No,Saturday,No,Light rain,58,79,137,Evening
2011-08-06,Fall,0,August,21,No,Saturday,No,Mist,28,86,114,Evening
2011-08-06,Fall,0,August,22,No,Saturday,No,Mist,24,96,120,Evening
2011-08-06,Fall,0,August,23,No,Saturday,No,Light rain,29,79,108,Evening
2011-08-07,Fall,0,August,0,No,Sunday,No,Mist,14,66,80,Night
2011-08-07,Fall,0,August,1,No,Sunday,No,Mist,10,63,73,Night
2011-08-07,Fall,0,August,2,No,Sunday,No,Mist,18,48,66,Night
2011-08-07,Fall,0,August,3,No,Sunday,No,Mist,9,23,32,Night
2011-08-07,Fall,0,August,4,No,Sunday,No,Clear,1,5,6,Night
2011-08-07,Fall,0,August,5,No,Sunday,No,Clear,1,4,5,Night
2011-08-07,Fall,0,August,6,No,Sunday,No,Clear,3,10,13,Morning
2011-08-07,Fall,0,August,7,No,Sunday,No,Clear,11,28,39,Morning
2011-08-07,Fall,0,August,8,No,Sunday,No,Clear,23,66,89,Morning
2011-08-07,Fall,0,August,9,No,Sunday,No,Clear,82,102,184,Morning
2011-08-07,Fall,0,August,10,No,Sunday,No,Clear,88,178,266,Morning
2011-08-07,Fall,0,August,11,No,Sunday,No,Clear,113,156,269,Morning
2011-08-07,Fall,0,August,12,No,Sunday,No,Clear,161,209,370,Afternoon
2011-08-07,Fall,0,August,13,No,Sunday,No,Clear,118,206,324,Afternoon
2011-08-07,Fall,0,August,14,No,Sunday,No,Clear,130,192,322,Afternoon
2011-08-07,Fall,0,August,15,No,Sunday,No,Light rain,118,208,326,Afternoon
2011-08-07,Fall,0,August,16,No,Sunday,No,Light rain,74,119,193,Afternoon
2011-08-07,Fall,0,August,17,No,Sunday,No,Light rain,63,131,194,Afternoon
2011-08-07,Fall,0,August,18,No,Sunday,No,Clear,74,155,229,Evening
2011-08-07,Fall,0,August,19,No,Sunday,No,Clear,68,160,228,Evening
2011-08-07,Fall,0,August,20,No,Sunday,No,Clear,50,133,183,Evening
2011-08-07,Fall,0,August,21,No,Sunday,No,Clear,36,100,136,Evening
2011-08-07,Fall,0,August,22,No,Sunday,No,Clear,21,82,103,Evening
2011-08-07,Fall,0,August,23,No,Sunday,No,Clear,12,43,55,Evening
2011-08-08,Fall,0,August,0,No,Monday,Yes,Clear,13,17,30,Night
2011-08-08,Fall,0,August,1,No,Monday,Yes,Clear,4,8,12,Night
2011-08-08,Fall,0,August,2,No,Monday,Yes,Clear,4,3,7,Night
2011-08-08,Fall,0,August,3,No,Monday,Yes,Clear,1,0,1,Night
2011-08-08,Fall,0,August,4,No,Monday,Yes,Clear,2,8,10,Night
2011-08-08,Fall,0,August,5,No,Monday,Yes,Clear,1,14,15,Night
2011-08-08,Fall,0,August,6,No,Monday,Yes,Clear,8,87,95,Morning
2011-08-08,Fall,0,August,7,No,Monday,Yes,Clear,18,249,267,Morning
2011-08-08,Fall,0,August,8,No,Monday,Yes,Clear,29,320,349,Morning
2011-08-08,Fall,0,August,9,No,Monday,Yes,Clear,37,146,183,Morning
2011-08-08,Fall,0,August,10,No,Monday,Yes,Clear,62,62,124,Morning
2011-08-08,Fall,0,August,11,No,Monday,Yes,Clear,90,89,179,Morning
2011-08-08,Fall,0,August,12,No,Monday,Yes,Clear,48,134,182,Afternoon
2011-08-08,Fall,0,August,13,No,Monday,Yes,Clear,43,108,151,Afternoon
2011-08-08,Fall,0,August,14,No,Monday,Yes,Clear,41,109,150,Afternoon
2011-08-08,Fall,0,August,15,No,Monday,Yes,Clear,40,86,126,Afternoon
2011-08-08,Fall,0,August,16,No,Monday,Yes,Clear,64,218,282,Afternoon
2011-08-08,Fall,0,August,17,No,Monday,Yes,Clear,67,460,527,Afternoon
2011-08-08,Fall,0,August,18,No,Monday,Yes,Clear,64,465,529,Evening
2011-08-08,Fall,0,August,19,No,Monday,Yes,Clear,64,352,416,Evening
2011-08-08,Fall,0,August,20,No,Monday,Yes,Clear,71,215,286,Evening
2011-08-08,Fall,0,August,21,No,Monday,Yes,Clear,30,156,186,Evening
2011-08-08,Fall,0,August,22,No,Monday,Yes,Clear,26,121,147,Evening
2011-08-08,Fall,0,August,23,No,Monday,Yes,Clear,19,53,72,Evening
2011-08-09,Fall,0,August,0,No,Tuesday,Yes,Clear,10,25,35,Night
2011-08-09,Fall,0,August,1,No,Tuesday,Yes,Clear,5,9,14,Night
2011-08-09,Fall,0,August,2,No,Tuesday,Yes,Clear,9,3,12,Night
2011-08-09,Fall,0,August,3,No,Tuesday,Yes,Clear,0,3,3,Night
2011-08-09,Fall,0,August,4,No,Tuesday,Yes,Clear,1,6,7,Night
2011-08-09,Fall,0,August,5,No,Tuesday,Yes,Clear,5,25,30,Night
2011-08-09,Fall,0,August,6,No,Tuesday,Yes,Clear,6,95,101,Morning
2011-08-09,Fall,0,August,7,No,Tuesday,Yes,Clear,30,313,343,Morning
2011-08-09,Fall,0,August,8,No,Tuesday,Yes,Clear,40,352,392,Morning
2011-08-09,Fall,0,August,9,No,Tuesday,Yes,Mist,34,141,175,Morning
2011-08-09,Fall,0,August,10,No,Tuesday,Yes,Mist,55,89,144,Morning
2011-08-09,Fall,0,August,11,No,Tuesday,Yes,Clear,61,88,149,Morning
2011-08-09,Fall,0,August,12,No,Tuesday,Yes,Clear,60,125,185,Afternoon
2011-08-09,Fall,0,August,13,No,Tuesday,Yes,Clear,48,127,175,Afternoon
2011-08-09,Fall,0,August,14,No,Tuesday,Yes,Clear,53,95,148,Afternoon
2011-08-09,Fall,0,August,15,No,Tuesday,Yes,Clear,58,106,164,Afternoon
2011-08-09,Fall,0,August,16,No,Tuesday,Yes,Clear,57,228,285,Afternoon
2011-08-09,Fall,0,August,17,No,Tuesday,Yes,Clear,79,453,532,Afternoon
2011-08-09,Fall,0,August,18,No,Tuesday,Yes,Clear,97,488,585,Evening
2011-08-09,Fall,0,August,19,No,Tuesday,Yes,Clear,69,302,371,Evening
2011-08-09,Fall,0,August,20,No,Tuesday,Yes,Clear,34,258,292,Evening
2011-08-09,Fall,0,August,21,No,Tuesday,Yes,Clear,46,184,230,Evening
2011-08-09,Fall,0,August,22,No,Tuesday,Yes,Clear,28,127,155,Evening
2011-08-09,Fall,0,August,23,No,Tuesday,Yes,Clear,22,53,75,Evening
2011-08-10,Fall,0,August,0,No,Wednesday,Yes,Clear,19,18,37,Night
2011-08-10,Fall,0,August,1,No,Wednesday,Yes,Clear,7,10,17,Night
2011-08-10,Fall,0,August,2,No,Wednesday,Yes,Clear,1,10,11,Night
2011-08-10,Fall,0,August,3,No,Wednesday,Yes,Clear,1,3,4,Night
2011-08-10,Fall,0,August,4,No,Wednesday,Yes,Clear,1,4,5,Night
2011-08-10,Fall,0,August,5,No,Wednesday,Yes,Clear,2,30,32,Night
2011-08-10,Fall,0,August,6,No,Wednesday,Yes,Clear,9,110,119,Morning
2011-08-10,Fall,0,August,7,No,Wednesday,Yes,Clear,16,289,305,Morning
2011-08-10,Fall,0,August,8,No,Wednesday,Yes,Clear,38,361,399,Morning
2011-08-10,Fall,0,August,9,No,Wednesday,Yes,Clear,32,148,180,Morning
2011-08-10,Fall,0,August,10,No,Wednesday,Yes,Clear,41,72,113,Morning
2011-08-10,Fall,0,August,11,No,Wednesday,Yes,Clear,54,95,149,Morning
2011-08-10,Fall,0,August,12,No,Wednesday,Yes,Clear,74,166,240,Afternoon
2011-08-10,Fall,0,August,13,No,Wednesday,Yes,Clear,41,150,191,Afternoon
2011-08-10,Fall,0,August,14,No,Wednesday,Yes,Clear,62,116,178,Afternoon
2011-08-10,Fall,0,August,15,No,Wednesday,Yes,Clear,53,141,194,Afternoon
2011-08-10,Fall,0,August,16,No,Wednesday,Yes,Clear,76,206,282,Afternoon
2011-08-10,Fall,0,August,17,No,Wednesday,Yes,Clear,71,513,584,Afternoon
2011-08-10,Fall,0,August,18,No,Wednesday,Yes,Clear,70,489,559,Evening
2011-08-10,Fall,0,August,19,No,Wednesday,Yes,Clear,79,334,413,Evening
2011-08-10,Fall,0,August,20,No,Wednesday,Yes,Clear,59,253,312,Evening
2011-08-10,Fall,0,August,21,No,Wednesday,Yes,Clear,47,162,209,Evening
2011-08-10,Fall,0,August,22,No,Wednesday,Yes,Clear,17,122,139,Evening
2011-08-10,Fall,0,August,23,No,Wednesday,Yes,Clear,14,94,108,Evening
2011-08-11,Fall,0,August,0,No,Thursday,Yes,Clear,6,40,46,Night
2011-08-11,Fall,0,August,1,No,Thursday,Yes,Clear,9,17,26,Night
2011-08-11,Fall,0,August,2,No,Thursday,Yes,Clear,3,8,11,Night
2011-08-11,Fall,0,August,3,No,Thursday,Yes,Clear,2,7,9,Night
2011-08-11,Fall,0,August,4,No,Thursday,Yes,Clear,1,4,5,Night
2011-08-11,Fall,0,August,5,No,Thursday,Yes,Clear,2,23,25,Night
2011-08-11,Fall,0,August,6,No,Thursday,Yes,Clear,5,101,106,Morning
2011-08-11,Fall,0,August,7,No,Thursday,Yes,Clear,15,292,307,Morning
2011-08-11,Fall,0,August,8,No,Thursday,Yes,Clear,29,361,390,Morning
2011-08-11,Fall,0,August,9,No,Thursday,Yes,Clear,31,166,197,Morning
2011-08-11,Fall,0,August,10,No,Thursday,Yes,Clear,36,96,132,Morning
2011-08-11,Fall,0,August,11,No,Thursday,Yes,Clear,59,128,187,Morning
2011-08-11,Fall,0,August,12,No,Thursday,Yes,Clear,50,164,214,Afternoon
2011-08-11,Fall,0,August,13,No,Thursday,Yes,Clear,51,166,217,Afternoon
2011-08-11,Fall,0,August,14,No,Thursday,Yes,Clear,39,103,142,Afternoon
2011-08-11,Fall,0,August,15,No,Thursday,Yes,Clear,52,126,178,Afternoon
2011-08-11,Fall,0,August,16,No,Thursday,Yes,Clear,57,241,298,Afternoon
2011-08-11,Fall,0,August,17,No,Thursday,Yes,Clear,96,486,582,Afternoon
2011-08-11,Fall,0,August,18,No,Thursday,Yes,Clear,74,497,571,Evening
2011-08-11,Fall,0,August,19,No,Thursday,Yes,Clear,48,323,371,Evening
2011-08-11,Fall,0,August,20,No,Thursday,Yes,Clear,56,232,288,Evening
2011-08-11,Fall,0,August,21,No,Thursday,Yes,Clear,35,171,206,Evening
2011-08-11,Fall,0,August,22,No,Thursday,Yes,Clear,34,123,157,Evening
2011-08-11,Fall,0,August,23,No,Thursday,Yes,Clear,22,105,127,Evening
2011-08-12,Fall,0,August,0,No,Friday,Yes,Clear,12,53,65,Night
2011-08-12,Fall,0,August,1,No,Friday,Yes,Clear,4,19,23,Night
2011-08-12,Fall,0,August,2,No,Friday,Yes,Clear,0,15,15,Night
2011-08-12,Fall,0,August,3,No,Friday,Yes,Clear,0,9,9,Night
2011-08-12,Fall,0,August,4,No,Friday,Yes,Clear,0,5,5,Night
2011-08-12,Fall,0,August,5,No,Friday,Yes,Clear,2,24,26,Night
2011-08-12,Fall,0,August,6,No,Friday,Yes,Clear,3,73,76,Morning
2011-08-12,Fall,0,August,7,No,Friday,Yes,Clear,17,247,264,Morning
2011-08-12,Fall,0,August,8,No,Friday,Yes,Clear,29,397,426,Morning
2011-08-12,Fall,0,August,9,No,Friday,Yes,Clear,27,178,205,Morning
2011-08-12,Fall,0,August,10,No,Friday,Yes,Clear,44,86,130,Morning
2011-08-12,Fall,0,August,11,No,Friday,Yes,Clear,48,108,156,Morning
2011-08-12,Fall,0,August,12,No,Friday,Yes,Clear,55,167,222,Afternoon
2011-08-12,Fall,0,August,13,No,Friday,Yes,Clear,74,179,253,Afternoon
2011-08-12,Fall,0,August,14,No,Friday,Yes,Clear,51,135,186,Afternoon
2011-08-12,Fall,0,August,15,No,Friday,Yes,Clear,59,190,249,Afternoon
2011-08-12,Fall,0,August,16,No,Friday,Yes,Clear,68,266,334,Afternoon
2011-08-12,Fall,0,August,17,No,Friday,Yes,Clear,93,423,516,Afternoon
2011-08-12,Fall,0,August,18,No,Friday,Yes,Clear,89,376,465,Evening
2011-08-12,Fall,0,August,19,No,Friday,Yes,Clear,101,284,385,Evening
2011-08-12,Fall,0,August,20,No,Friday,Yes,Clear,77,210,287,Evening
2011-08-12,Fall,0,August,21,No,Friday,Yes,Clear,73,153,226,Evening
2011-08-12,Fall,0,August,22,No,Friday,Yes,Clear,74,157,231,Evening
2011-08-12,Fall,0,August,23,No,Friday,Yes,Clear,51,100,151,Evening
2011-08-13,Fall,0,August,0,No,Saturday,No,Clear,15,69,84,Night
2011-08-13,Fall,0,August,1,No,Saturday,No,Mist,13,64,77,Night
2011-08-13,Fall,0,August,2,No,Saturday,No,Clear,16,58,74,Night
2011-08-13,Fall,0,August,3,No,Saturday,No,Clear,9,18,27,Night
2011-08-13,Fall,0,August,4,No,Saturday,No,Mist,5,5,10,Night
2011-08-13,Fall,0,August,5,No,Saturday,No,Clear,3,15,18,Night
2011-08-13,Fall,0,August,6,No,Saturday,No,Clear,3,19,22,Morning
2011-08-13,Fall,0,August,7,No,Saturday,No,Mist,10,34,44,Morning
2011-08-13,Fall,0,August,8,No,Saturday,No,Mist,28,90,118,Morning
2011-08-13,Fall,0,August,9,No,Saturday,No,Mist,70,138,208,Morning
2011-08-13,Fall,0,August,10,No,Saturday,No,Mist,97,163,260,Morning
2011-08-13,Fall,0,August,11,No,Saturday,No,Mist,122,192,314,Morning
2011-08-13,Fall,0,August,12,No,Saturday,No,Mist,175,246,421,Afternoon
2011-08-13,Fall,0,August,13,No,Saturday,No,Mist,61,92,153,Afternoon
2011-08-13,Fall,0,August,14,No,Saturday,No,Clear,113,146,259,Afternoon
2011-08-13,Fall,0,August,15,No,Saturday,No,Light rain,150,208,358,Afternoon
2011-08-13,Fall,0,August,16,No,Saturday,No,Mist,148,133,281,Afternoon
2011-08-13,Fall,0,August,17,No,Saturday,No,Mist,97,172,269,Afternoon
2011-08-13,Fall,0,August,18,No,Saturday,No,Clear,123,169,292,Evening
2011-08-13,Fall,0,August,19,No,Saturday,No,Mist,67,170,237,Evening
2011-08-13,Fall,0,August,20,No,Saturday,No,Mist,78,105,183,Evening
2011-08-13,Fall,0,August,21,No,Saturday,No,Mist,40,127,167,Evening
2011-08-13,Fall,0,August,22,No,Saturday,No,Mist,36,118,154,Evening
2011-08-13,Fall,0,August,23,No,Saturday,No,Mist,25,95,120,Evening
2011-08-14,Fall,0,August,0,No,Sunday,No,Light rain,19,71,90,Night
2011-08-14,Fall,0,August,1,No,Sunday,No,Light rain,16,57,73,Night
2011-08-14,Fall,0,August,2,No,Sunday,No,Light rain,13,49,62,Night
2011-08-14,Fall,0,August,3,No,Sunday,No,Mist,5,22,27,Night
2011-08-14,Fall,0,August,4,No,Sunday,No,Light rain,1,2,3,Night
2011-08-14,Fall,0,August,5,No,Sunday,No,Mist,1,9,10,Night
2011-08-14,Fall,0,August,6,No,Sunday,No,Mist,2,4,6,Morning
2011-08-14,Fall,0,August,7,No,Sunday,No,Mist,4,20,24,Morning
2011-08-14,Fall,0,August,8,No,Sunday,No,Mist,20,21,41,Morning
2011-08-14,Fall,0,August,9,No,Sunday,No,Light rain,27,76,103,Morning
2011-08-14,Fall,0,August,10,No,Sunday,No,Clear,67,116,183,Morning
2011-08-14,Fall,0,August,11,No,Sunday,No,Clear,81,117,198,Morning
2011-08-14,Fall,0,August,12,No,Sunday,No,Mist,98,183,281,Afternoon
2011-08-14,Fall,0,August,13,No,Sunday,No,Clear,144,233,377,Afternoon
2011-08-14,Fall,0,August,14,No,Sunday,No,Clear,126,244,370,Afternoon
2011-08-14,Fall,0,August,15,No,Sunday,No,Clear,128,203,331,Afternoon
2011-08-14,Fall,0,August,16,No,Sunday,No,Clear,116,176,292,Afternoon
2011-08-14,Fall,0,August,17,No,Sunday,No,Clear,133,196,329,Afternoon
2011-08-14,Fall,0,August,18,No,Sunday,No,Clear,125,222,347,Evening
2011-08-14,Fall,0,August,19,No,Sunday,No,Clear,75,184,259,Evening
2011-08-14,Fall,0,August,20,No,Sunday,No,Clear,67,126,193,Evening
2011-08-14,Fall,0,August,21,No,Sunday,No,Light rain,51,104,155,Evening
2011-08-14,Fall,0,August,22,No,Sunday,No,Light rain,14,25,39,Evening
2011-08-14,Fall,0,August,23,No,Sunday,No,Light rain,5,22,27,Evening
2011-08-15,Fall,0,August,0,No,Monday,Yes,Light rain,7,18,25,Night
2011-08-15,Fall,0,August,1,No,Monday,Yes,Mist,1,9,10,Night
2011-08-15,Fall,0,August,2,No,Monday,Yes,Mist,0,3,3,Night
2011-08-15,Fall,0,August,3,No,Monday,Yes,Clear,1,6,7,Night
2011-08-15,Fall,0,August,4,No,Monday,Yes,Clear,1,4,5,Night
2011-08-15,Fall,0,August,5,No,Monday,Yes,Mist,3,14,17,Night
2011-08-15,Fall,0,August,6,No,Monday,Yes,Clear,3,87,90,Morning
2011-08-15,Fall,0,August,7,No,Monday,Yes,Clear,10,248,258,Morning
2011-08-15,Fall,0,August,8,No,Monday,Yes,Clear,29,326,355,Morning
2011-08-15,Fall,0,August,9,No,Monday,Yes,Clear,52,170,222,Morning
2011-08-15,Fall,0,August,10,No,Monday,Yes,Clear,54,87,141,Morning
2011-08-15,Fall,0,August,11,No,Monday,Yes,Mist,41,112,153,Morning
2011-08-15,Fall,0,August,12,No,Monday,Yes,Clear,62,116,178,Afternoon
2011-08-15,Fall,0,August,13,No,Monday,Yes,Clear,53,140,193,Afternoon
2011-08-15,Fall,0,August,14,No,Monday,Yes,Clear,56,95,151,Afternoon
2011-08-15,Fall,0,August,15,No,Monday,Yes,Light rain,49,133,182,Afternoon
2011-08-15,Fall,0,August,16,No,Monday,Yes,Clear,58,225,283,Afternoon
2011-08-15,Fall,0,August,17,No,Monday,Yes,Clear,59,471,530,Afternoon
2011-08-15,Fall,0,August,18,No,Monday,Yes,Clear,70,413,483,Evening
2011-08-15,Fall,0,August,19,No,Monday,Yes,Clear,54,343,397,Evening
2011-08-15,Fall,0,August,20,No,Monday,Yes,Clear,45,240,285,Evening
2011-08-15,Fall,0,August,21,No,Monday,Yes,Clear,34,150,184,Evening
2011-08-15,Fall,0,August,22,No,Monday,Yes,Clear,22,76,98,Evening
2011-08-15,Fall,0,August,23,No,Monday,Yes,Clear,11,77,88,Evening
2011-08-16,Fall,0,August,0,No,Tuesday,Yes,Clear,8,23,31,Night
2011-08-16,Fall,0,August,1,No,Tuesday,Yes,Clear,4,12,16,Night
2011-08-16,Fall,0,August,2,No,Tuesday,Yes,Clear,1,3,4,Night
2011-08-16,Fall,0,August,3,No,Tuesday,Yes,Clear,1,5,6,Night
2011-08-16,Fall,0,August,4,No,Tuesday,Yes,Clear,0,5,5,Night
2011-08-16,Fall,0,August,5,No,Tuesday,Yes,Clear,1,29,30,Night
2011-08-16,Fall,0,August,6,No,Tuesday,Yes,Clear,4,115,119,Morning
2011-08-16,Fall,0,August,7,No,Tuesday,Yes,Clear,18,328,346,Morning
2011-08-16,Fall,0,August,8,No,Tuesday,Yes,Clear,24,417,441,Morning
2011-08-16,Fall,0,August,9,No,Tuesday,Yes,Clear,27,171,198,Morning
2011-08-16,Fall,0,August,10,No,Tuesday,Yes,Clear,28,83,111,Morning
2011-08-16,Fall,0,August,11,No,Tuesday,Yes,Clear,40,110,150,Morning
2011-08-16,Fall,0,August,12,No,Tuesday,Yes,Clear,42,120,162,Afternoon
2011-08-16,Fall,0,August,13,No,Tuesday,Yes,Clear,45,147,192,Afternoon
2011-08-16,Fall,0,August,14,No,Tuesday,Yes,Clear,65,117,182,Afternoon
2011-08-16,Fall,0,August,15,No,Tuesday,Yes,Clear,36,123,159,Afternoon
2011-08-16,Fall,0,August,16,No,Tuesday,Yes,Clear,55,248,303,Afternoon
2011-08-16,Fall,0,August,17,No,Tuesday,Yes,Clear,75,525,600,Afternoon
2011-08-16,Fall,0,August,18,No,Tuesday,Yes,Clear,54,516,570,Evening
2011-08-16,Fall,0,August,19,No,Tuesday,Yes,Clear,56,320,376,Evening
2011-08-16,Fall,0,August,20,No,Tuesday,Yes,Clear,48,232,280,Evening
2011-08-16,Fall,0,August,21,No,Tuesday,Yes,Clear,38,177,215,Evening
2011-08-16,Fall,0,August,22,No,Tuesday,Yes,Clear,31,121,152,Evening
2011-08-16,Fall,0,August,23,No,Tuesday,Yes,Clear,20,57,77,Evening
2011-08-17,Fall,0,August,0,No,Wednesday,Yes,Clear,8,16,24,Night
2011-08-17,Fall,0,August,1,No,Wednesday,Yes,Clear,2,12,14,Night
2011-08-17,Fall,0,August,2,No,Wednesday,Yes,Clear,0,6,6,Night
2011-08-17,Fall,0,August,3,No,Wednesday,Yes,Clear,1,4,5,Night
2011-08-17,Fall,0,August,4,No,Wednesday,Yes,Clear,0,5,5,Night
2011-08-17,Fall,0,August,5,No,Wednesday,Yes,Clear,0,28,28,Night
2011-08-17,Fall,0,August,6,No,Wednesday,Yes,Clear,4,101,105,Morning
2011-08-17,Fall,0,August,7,No,Wednesday,Yes,Clear,12,296,308,Morning
2011-08-17,Fall,0,August,8,No,Wednesday,Yes,Clear,35,452,487,Morning
2011-08-17,Fall,0,August,9,No,Wednesday,Yes,Clear,31,178,209,Morning
2011-08-17,Fall,0,August,10,No,Wednesday,Yes,Clear,27,91,118,Morning
2011-08-17,Fall,0,August,11,No,Wednesday,Yes,Clear,20,108,128,Morning
2011-08-17,Fall,0,August,12,No,Wednesday,Yes,Clear,26,163,189,Afternoon
2011-08-17,Fall,0,August,13,No,Wednesday,Yes,Clear,38,138,176,Afternoon
2011-08-17,Fall,0,August,14,No,Wednesday,Yes,Clear,54,138,192,Afternoon
2011-08-17,Fall,0,August,15,No,Wednesday,Yes,Clear,42,117,159,Afternoon
2011-08-17,Fall,0,August,16,No,Wednesday,Yes,Clear,62,238,300,Afternoon
2011-08-17,Fall,0,August,17,No,Wednesday,Yes,Clear,46,506,552,Afternoon
2011-08-17,Fall,0,August,18,No,Wednesday,Yes,Clear,86,470,556,Evening
2011-08-17,Fall,0,August,19,No,Wednesday,Yes,Clear,50,297,347,Evening
2011-08-17,Fall,0,August,20,No,Wednesday,Yes,Clear,37,243,280,Evening
2011-08-17,Fall,0,August,21,No,Wednesday,Yes,Clear,38,192,230,Evening
2011-08-17,Fall,0,August,22,No,Wednesday,Yes,Clear,29,142,171,Evening
2011-08-17,Fall,0,August,23,No,Wednesday,Yes,Clear,20,85,105,Evening
2011-08-18,Fall,0,August,0,No,Thursday,Yes,Clear,18,38,56,Night
2011-08-18,Fall,0,August,1,No,Thursday,Yes,Mist,13,11,24,Night
2011-08-18,Fall,0,August,2,No,Thursday,Yes,Clear,2,4,6,Night
2011-08-18,Fall,0,August,3,No,Thursday,Yes,Clear,0,6,6,Night
2011-08-18,Fall,0,August,4,No,Thursday,Yes,Clear,0,9,9,Night
2011-08-18,Fall,0,August,5,No,Thursday,Yes,Clear,0,27,27,Night
2011-08-18,Fall,0,August,6,No,Thursday,Yes,Mist,6,97,103,Morning
2011-08-18,Fall,0,August,7,No,Thursday,Yes,Clear,19,289,308,Morning
2011-08-18,Fall,0,August,8,No,Thursday,Yes,Clear,27,393,420,Morning
2011-08-18,Fall,0,August,9,No,Thursday,Yes,Clear,42,186,228,Morning
2011-08-18,Fall,0,August,10,No,Thursday,Yes,Clear,37,92,129,Morning
2011-08-18,Fall,0,August,11,No,Thursday,Yes,Clear,44,97,141,Morning
2011-08-18,Fall,0,August,12,No,Thursday,Yes,Clear,34,139,173,Afternoon
2011-08-18,Fall,0,August,13,No,Thursday,Yes,Clear,33,154,187,Afternoon
2011-08-18,Fall,0,August,14,No,Thursday,Yes,Clear,67,115,182,Afternoon
2011-08-18,Fall,0,August,15,No,Thursday,Yes,Clear,56,118,174,Afternoon
2011-08-18,Fall,0,August,16,No,Thursday,Yes,Clear,49,196,245,Afternoon
2011-08-18,Fall,0,August,17,No,Thursday,Yes,Light rain,44,365,409,Afternoon
2011-08-18,Fall,0,August,18,No,Thursday,Yes,Light rain,48,226,274,Evening
2011-08-18,Fall,0,August,19,No,Thursday,Yes,Clear,26,115,141,Evening
2011-08-18,Fall,0,August,20,No,Thursday,Yes,Clear,24,141,165,Evening
2011-08-18,Fall,0,August,21,No,Thursday,Yes,Mist,12,137,149,Evening
2011-08-18,Fall,0,August,22,No,Thursday,Yes,Mist,18,117,135,Evening
2011-08-18,Fall,0,August,23,No,Thursday,Yes,Mist,20,94,114,Evening
2011-08-19,Fall,0,August,0,No,Friday,Yes,Light rain,9,53,62,Night
2011-08-19,Fall,0,August,1,No,Friday,Yes,Light rain,1,19,20,Night
2011-08-19,Fall,0,August,2,No,Friday,Yes,Light rain,0,8,8,Night
2011-08-19,Fall,0,August,3,No,Friday,Yes,Clear,2,1,3,Night
2011-08-19,Fall,0,August,4,No,Friday,Yes,Clear,1,7,8,Night
2011-08-19,Fall,0,August,5,No,Friday,Yes,Clear,1,16,17,Night
2011-08-19,Fall,0,August,6,No,Friday,Yes,Clear,2,91,93,Morning
2011-08-19,Fall,0,August,7,No,Friday,Yes,Mist,12,251,263,Morning
2011-08-19,Fall,0,August,8,No,Friday,Yes,Mist,30,368,398,Morning
2011-08-19,Fall,0,August,9,No,Friday,Yes,Clear,31,187,218,Morning
2011-08-19,Fall,0,August,10,No,Friday,Yes,Clear,57,108,165,Morning
2011-08-19,Fall,0,August,11,No,Friday,Yes,Mist,45,120,165,Morning
2011-08-19,Fall,0,August,12,No,Friday,Yes,Mist,54,168,222,Afternoon
2011-08-19,Fall,0,August,13,No,Friday,Yes,Mist,63,169,232,Afternoon
2011-08-19,Fall,0,August,14,No,Friday,Yes,Clear,78,142,220,Afternoon
2011-08-19,Fall,0,August,15,No,Friday,Yes,Clear,66,156,222,Afternoon
2011-08-19,Fall,0,August,16,No,Friday,Yes,Clear,66,261,327,Afternoon
2011-08-19,Fall,0,August,17,No,Friday,Yes,Clear,85,442,527,Afternoon
2011-08-19,Fall,0,August,18,No,Friday,Yes,Clear,88,337,425,Evening
2011-08-19,Fall,0,August,19,No,Friday,Yes,Light rain,33,132,165,Evening
2011-08-19,Fall,0,August,20,No,Friday,Yes,Light rain,12,46,58,Evening
2011-08-19,Fall,0,August,21,No,Friday,Yes,Clear,18,89,107,Evening
2011-08-19,Fall,0,August,22,No,Friday,Yes,Clear,25,97,122,Evening
2011-08-19,Fall,0,August,23,No,Friday,Yes,Mist,18,88,106,Evening
2011-08-20,Fall,0,August,0,No,Saturday,No,Clear,21,107,128,Night
2011-08-20,Fall,0,August,1,No,Saturday,No,Clear,12,35,47,Night
2011-08-20,Fall,0,August,2,No,Saturday,No,Clear,10,59,69,Night
2011-08-20,Fall,0,August,3,No,Saturday,No,Clear,9,42,51,Night
2011-08-20,Fall,0,August,4,No,Saturday,No,Mist,1,6,7,Night
2011-08-20,Fall,0,August,5,No,Saturday,No,Clear,0,8,8,Night
2011-08-20,Fall,0,August,6,No,Saturday,No,Mist,6,18,24,Morning
2011-08-20,Fall,0,August,7,No,Saturday,No,Clear,8,36,44,Morning
